Source	Scale	Class	Precision	Recall_Sensitivity	Specificity	F1	Support
NCBI-partial	broad_scale	ENVO:00000045	0.9577464788732394	0.3541666666666667	0.9997923588039868	0.5171102661596958	192
NCBI-partial	broad_scale	ENVO:00000050	0.0	0.0	0.9995218579234972	0.0	0
NCBI-partial	broad_scale	ENVO:00000051	0.3055555555555556	0.22448979591836735	0.9982866150366665	0.25882352941176473	49
NCBI-partial	broad_scale	ENVO:00000054	0.2413793103448276	0.6363636363636364	0.9984961378084627	0.35	11
NCBI-partial	broad_scale	ENVO:00000057	0.8367346938775511	0.6119402985074627	0.9994510395937694	0.7068965517241379	67
NCBI-partial	broad_scale	ENVO:00000063	0.0	0.0	0.9984962406015038	0.0	10
NCBI-partial	broad_scale	ENVO:00000064	0.02702702702702703	0.16666666666666666	0.997539975399754	0.046511627906976744	6
NCBI-partial	broad_scale	ENVO:00000067	1.0	0.25	1.0	0.4	4
NCBI-partial	broad_scale	ENVO:00000070	0.0	0.0	1.0	0.0	17
NCBI-partial	broad_scale	ENVO:00000073	0.0	0.0	1.0	0.0	3
NCBI-partial	broad_scale	ENVO:00000076	0.0	0.0	0.9998633599781376	0.0	3
NCBI-partial	broad_scale	ENVO:00000077	0.7241379310344828	0.25609756097560976	0.9994504739662041	0.3783783783783784	82
NCBI-partial	broad_scale	ENVO:00000078	0.5	0.16666666666666666	0.9997263273125342	0.25	24
NCBI-partial	broad_scale	ENVO:00000080	0.25	0.3333333333333333	0.9989743589743589	0.2857142857142857	15
NCBI-partial	broad_scale	ENVO:00000081	0.16666666666666666	0.08	0.9993157714676703	0.10810810810810811	25
NCBI-partial	broad_scale	ENVO:00000083	0.0	0.0	0.999931693989071	0.0	0
NCBI-partial	broad_scale	ENVO:00000086	0.7142857142857143	0.9090909090909091	0.9997265705106295	0.8	11
NCBI-partial	broad_scale	ENVO:00000090	0.18181818181818182	0.4	0.9993850358729074	0.25	5
NCBI-partial	broad_scale	ENVO:00000091	0.25	0.8	0.9967168262653898	0.38095238095238093	20
NCBI-partial	broad_scale	ENVO:00000096	0.0	0.0	0.9990435198469632	0.0	3
NCBI-partial	broad_scale	ENVO:00000097	0.16666666666666666	0.3333333333333333	0.999658399945344	0.2222222222222222	3
NCBI-partial	broad_scale	ENVO:00000098	0.5	0.25	0.999931675321126	0.3333333333333333	4
NCBI-partial	broad_scale	ENVO:00000100	0.0	0.0	0.9997949839404087	0.0	7
NCBI-partial	broad_scale	ENVO:00000101	0.0	0.0	0.9997950819672131	0.0	0
NCBI-partial	broad_scale	ENVO:00000104	0.4074074074074074	0.4230769230769231	0.9989051594361571	0.41509433962264153	26
NCBI-partial	broad_scale	ENVO:00000106	0.15384615384615385	0.09523809523809523	0.999247554552295	0.11764705882352941	21
NCBI-partial	broad_scale	ENVO:00000108	0.4	0.25	0.999589715536105	0.3076923076923077	16
NCBI-partial	broad_scale	ENVO:00000109	0.35294117647058826	0.17647058823529413	0.9984902552841065	0.23529411764705882	68
NCBI-partial	broad_scale	ENVO:00000111	0.5384615384615384	0.09302325581395349	0.9983262431131879	0.15864022662889518	301
NCBI-partial	broad_scale	ENVO:00000112	0.0	0.0	0.9996584699453552	0.0	0
NCBI-partial	broad_scale	ENVO:00000114	0.7922077922077922	0.24206349206349206	0.9988879621907145	0.3708206686930091	252
NCBI-partial	broad_scale	ENVO:00000115	0.0	0.0	1.0	0.0	3
NCBI-partial	broad_scale	ENVO:00000116	0.25	0.09090909090909091	0.9997949278829722	0.13333333333333333	11
NCBI-partial	broad_scale	ENVO:00000117	0.42857142857142855	1.0	0.9997267199562752	0.6	3
NCBI-partial	broad_scale	ENVO:00000118	0.0	0.0	0.9998633879781421	0.0	0
NCBI-partial	broad_scale	ENVO:00000119	0.0	0.0	0.9997950679691235	0.0	1
NCBI-partial	broad_scale	ENVO:00000122	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00000126	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00000130	0.4	0.0392156862745098	0.9997943656179313	0.07142857142857142	51
NCBI-partial	broad_scale	ENVO:00000132	0.25	1.0	0.9997950679691235	0.4	1
NCBI-partial	broad_scale	ENVO:00000133	0.6428571428571429	0.6923076923076923	0.9996581664045943	0.6666666666666666	13
NCBI-partial	broad_scale	ENVO:00000134	0.3333333333333333	0.2857142857142857	0.9997266452538782	0.3076923076923077	7
NCBI-partial	broad_scale	ENVO:00000140	0.041666666666666664	1.0	0.9984288544299474	0.08	1
NCBI-partial	broad_scale	ENVO:00000142	0.027777777777777776	1.0	0.9976091263064417	0.05405405405405406	1
NCBI-partial	broad_scale	ENVO:00000143	0.04838709677419355	0.3333333333333333	0.9959674663385961	0.08450704225352113	9
NCBI-partial	broad_scale	ENVO:00000150	0.24444444444444444	0.19642857142857142	0.9976686780032913	0.21782178217821782	56
NCBI-partial	broad_scale	ENVO:00000153	0.25	0.4	0.9995900239152716	0.3076923076923077	5
NCBI-partial	broad_scale	ENVO:00000156	0.4117647058823529	1.0	0.9965765148921603	0.5833333333333334	35
NCBI-partial	broad_scale	ENVO:00000162	0.0	0.0	0.9991802718764943	0.0	1
NCBI-partial	broad_scale	ENVO:00000167	0.42857142857142855	0.014705882352941176	0.999722914934885	0.02843601895734597	204
NCBI-partial	broad_scale	ENVO:00000170	0.0	0.0	0.999931693989071	0.0	0
NCBI-partial	broad_scale	ENVO:00000172	0.797752808988764	0.6228070175438597	0.9987608426270136	0.6995073891625616	114
NCBI-partial	broad_scale	ENVO:00000175	0.0	0.0	0.9998633879781421	0.0	0
NCBI-partial	broad_scale	ENVO:00000180	0.0	0.0	0.9991803278688525	0.0	0
NCBI-partial	broad_scale	ENVO:00000182	0.058823529411764705	0.2	0.9989067304407243	0.09090909090909091	5
NCBI-partial	broad_scale	ENVO:00000183	0.0	0.0	0.9990437158469946	0.0	0
NCBI-partial	broad_scale	ENVO:00000189	0.0	0.0	0.9997267759562841	0.0	0
NCBI-partial	broad_scale	ENVO:00000192	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00000195	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00000199	0.0	0.0	1.0	0.0	3
NCBI-partial	broad_scale	ENVO:00000202	0.043478260869565216	0.3333333333333333	0.9984969597595136	0.07692307692307693	3
NCBI-partial	broad_scale	ENVO:00000206	1.0	1.0	1.0	1.0	1
NCBI-partial	broad_scale	ENVO:00000209	0.9166666666666666	0.9166666666666666	0.9999316379546076	0.9166666666666666	12
NCBI-partial	broad_scale	ENVO:00000215	0.16666666666666666	0.5	0.9996584232818692	0.25	2
NCBI-partial	broad_scale	ENVO:00000222	0.0	0.0	1.0	0.0	4
NCBI-partial	broad_scale	ENVO:00000223	0.0	0.0	0.9997267759562841	0.0	0
NCBI-partial	broad_scale	ENVO:00000230	0.041666666666666664	0.3333333333333333	0.9984286397485823	0.07407407407407407	3
NCBI-partial	broad_scale	ENVO:00000232	0.0	0.0	0.9980191256830601	0.0	0
NCBI-partial	broad_scale	ENVO:00000233	0.0	0.0	0.9995901639344262	0.0	0
NCBI-partial	broad_scale	ENVO:00000240	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00000241	0.3684210526315789	0.2692307692307692	0.9991788695771179	0.3111111111111111	26
NCBI-partial	broad_scale	ENVO:00000243	0.0	0.0	0.9988387978142077	0.0	0
NCBI-partial	broad_scale	ENVO:00000247	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00000255	0.0	0.0	0.9995901639344262	0.0	0
NCBI-partial	broad_scale	ENVO:00000260	0.8571428571428571	0.35294117647058826	0.9999316145797716	0.5	17
NCBI-partial	broad_scale	ENVO:00000261	0.36	0.391304347826087	0.9989053841417528	0.375	23
NCBI-partial	broad_scale	ENVO:00000262	0.0	0.0	0.9995900799344127	0.0	3
NCBI-partial	broad_scale	ENVO:00000266	0.5882352941176471	0.6060606060606061	0.9990415554186349	0.5970149253731343	33
NCBI-partial	broad_scale	ENVO:00000270	0.0	0.0	1.0	0.0	2
NCBI-partial	broad_scale	ENVO:00000273	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00000275	0.75	0.6	0.9998632946001367	0.6666666666666666	10
NCBI-partial	broad_scale	ENVO:00000284	0.0	0.0	0.9997267759562841	0.0	0
NCBI-partial	broad_scale	ENVO:00000291	0.13636363636363635	0.17647058823529413	0.9987006770156602	0.15384615384615385	17
NCBI-partial	broad_scale	ENVO:00000294	0.0	0.0	0.9991120218579235	0.0	0
NCBI-partial	broad_scale	ENVO:00000296	0.9759036144578314	0.6090225563909775	0.9998621355207831	0.75	133
NCBI-partial	broad_scale	ENVO:00000297	0.0	0.0	0.9998633413050906	0.0	5
NCBI-partial	broad_scale	ENVO:00000300	0.8181818181818182	0.3673469387755102	0.9997258584058666	0.5070422535211268	49
NCBI-partial	broad_scale	ENVO:00000301	0.5	0.5625	0.9993845733041575	0.5294117647058824	16
NCBI-partial	broad_scale	ENVO:00000303	0.0625	1.0	0.9989753398456178	0.11764705882352941	1
NCBI-partial	broad_scale	ENVO:00000304	0.0	0.0	0.9998633226269391	0.0	7
NCBI-partial	broad_scale	ENVO:00000305	0.3333333333333333	1.0	0.9998633786460824	0.5	1
NCBI-partial	broad_scale	ENVO:00000316	0.25	0.16666666666666666	0.9997949979499795	0.2	6
NCBI-partial	broad_scale	ENVO:00000351	0.0	0.0	0.9997950819672131	0.0	0
NCBI-partial	broad_scale	ENVO:00000363	0.0	0.0	0.9997950819672131	0.0	0
NCBI-partial	broad_scale	ENVO:00000367	0.75	0.6	0.9999316706525453	0.6666666666666666	5
NCBI-partial	broad_scale	ENVO:00000369	0.0	0.0	0.9994535145843295	0.0	1
NCBI-partial	broad_scale	ENVO:00000373	0.0	0.0	0.999931693989071	0.0	0
NCBI-partial	broad_scale	ENVO:00000402	0.0	0.0	0.999658446615206	0.0	1
NCBI-partial	broad_scale	ENVO:00000412	0.625	0.8823529411764706	0.9987676297412023	0.7317073170731707	34
NCBI-partial	broad_scale	ENVO:00000416	0.3333333333333333	1.0	0.9995900799344127	0.5	3
NCBI-partial	broad_scale	ENVO:00000428	0.7967479674796748	0.22171945701357465	0.9963652224483862	0.34690265486725663	884
NCBI-partial	broad_scale	ENVO:00000446	0.8654970760233918	0.31223628691983124	0.9983763941832556	0.45891472868217054	474
NCBI-partial	broad_scale	ENVO:00000447	0.676923076923077	0.11488250652741515	0.9985270393490917	0.19642857142857142	383
NCBI-partial	broad_scale	ENVO:00000449	0.9285714285714286	1.0	0.9999316332809188	0.9629629629629629	13
NCBI-partial	broad_scale	ENVO:00000463	0.0	0.0	0.9918710294419018	0.0	1
NCBI-partial	broad_scale	ENVO:00000467	1.0	0.5	1.0	0.6666666666666666	2
NCBI-partial	broad_scale	ENVO:00000469	0.0	0.0	0.9998633879781421	0.0	0
NCBI-partial	broad_scale	ENVO:00000473	0.0	0.0	0.9963790394206463	0.0	3
NCBI-partial	broad_scale	ENVO:00000482	0.0	0.0	0.9997267759562841	0.0	0
NCBI-partial	broad_scale	ENVO:00000485	0.8333333333333334	0.3125	0.9999316192560175	0.45454545454545453	16
NCBI-partial	broad_scale	ENVO:00000486	0.07692307692307693	0.5	0.9983602077070238	0.13333333333333333	4
NCBI-partial	broad_scale	ENVO:00000499	0.4	1.0	0.9997950539691215	0.5714285714285714	2
NCBI-partial	broad_scale	ENVO:00000501	1.0	0.8571428571428571	1.0	0.9230769230769231	7
NCBI-partial	broad_scale	ENVO:00000533	0.0	0.0	0.9998633413050906	0.0	5
NCBI-partial	broad_scale	ENVO:00000534	0.0	0.0	0.9998633226269391	0.0	7
NCBI-partial	broad_scale	ENVO:00000546	0.5	0.3333333333333333	0.9999316799890688	0.4	3
NCBI-partial	broad_scale	ENVO:00000856	0.75	0.3	0.9999316473000683	0.42857142857142855	10
NCBI-partial	broad_scale	ENVO:00000873	0.7768595041322314	0.24736842105263157	0.9981065918653577	0.37524950099800397	380
NCBI-partial	broad_scale	ENVO:00000876	0.0	0.0	0.9997950539691215	0.0	2
NCBI-partial	broad_scale	ENVO:00000877	1.0	1.0	1.0	1.0	1
NCBI-partial	broad_scale	ENVO:00000887	0.5	0.16666666666666666	0.9997948297086582	0.25	18
NCBI-partial	broad_scale	ENVO:00000889	0.0	0.0	1.0	0.0	8
NCBI-partial	broad_scale	ENVO:00000890	0.9513274336283186	0.36195286195286197	0.9992168588922113	0.524390243902439	594
NCBI-partial	broad_scale	ENVO:00000891	0.625	0.08928571428571429	0.9997942951179375	0.15625	56
NCBI-partial	broad_scale	ENVO:00000892	0.88	0.9565217391304348	0.9997947595265786	0.9166666666666666	23
NCBI-partial	broad_scale	ENVO:00001996	0.3333333333333333	0.16666666666666666	0.999863331966653	0.2222222222222222	6
NCBI-partial	broad_scale	ENVO:00001997	0.0	0.0	0.9999316846563738	0.0	2
NCBI-partial	broad_scale	ENVO:00001998	0.8285714285714286	0.1657142857142857	0.9982783357245337	0.2761904761904762	700
NCBI-partial	broad_scale	ENVO:00001999	0.96	0.5714285714285714	0.9999314974654062	0.7164179104477612	42
NCBI-partial	broad_scale	ENVO:00002000	0.047619047619047616	0.5	0.9986336931274764	0.08695652173913043	2
NCBI-partial	broad_scale	ENVO:00002001	0.25	0.2727272727272727	0.9987686414010124	0.2608695652173913	22
NCBI-partial	broad_scale	ENVO:00002003	0.25925925925925924	0.5	0.9972625239529154	0.34146341463414637	28
NCBI-partial	broad_scale	ENVO:00002005	0.0	0.0	0.9999316099028861	0.0	18
NCBI-partial	broad_scale	ENVO:00002006	0.6851851851851852	0.24666666666666667	0.9988267770876467	0.3627450980392157	150
NCBI-partial	broad_scale	ENVO:00002007	0.4367816091954023	0.2602739726027397	0.9966192907409963	0.3261802575107296	146
NCBI-partial	broad_scale	ENVO:00002010	0.0	0.0	0.999658446615206	0.0	1
NCBI-partial	broad_scale	ENVO:00002011	0.7674418604651163	0.14163090128755365	0.9993058929686958	0.2391304347826087	233
NCBI-partial	broad_scale	ENVO:00002012	0.0	0.0	0.9997950679691235	0.0	1
NCBI-partial	broad_scale	ENVO:00002018	0.25	0.1111111111111111	0.9997949559155218	0.15384615384615385	9
NCBI-partial	broad_scale	ENVO:00002019	0.3333333333333333	0.25	0.999863350642252	0.2857142857142857	4
NCBI-partial	broad_scale	ENVO:00002030	0.8218390804597702	0.2196620583717358	0.9977839731217385	0.3466666666666667	651
NCBI-partial	broad_scale	ENVO:00002033	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00002034	0.05555555555555555	0.043478260869565216	0.9988369706506123	0.04878048780487805	23
NCBI-partial	broad_scale	ENVO:00002042	0.3181818181818182	0.45161290322580644	0.9979464713532754	0.37333333333333335	31
NCBI-partial	broad_scale	ENVO:00002043	0.5	0.13636363636363635	0.9997947735668354	0.21428571428571427	22
NCBI-partial	broad_scale	ENVO:00002044	0.6666666666666666	0.2564102564102564	0.9996575577015273	0.37037037037037035	39
NCBI-partial	broad_scale	ENVO:00002046	0.8091353996737357	0.5694603903559128	0.9915026508824171	0.6684636118598383	871
NCBI-partial	broad_scale	ENVO:00002055	0.0	0.0	0.999931693989071	0.0	0
NCBI-partial	broad_scale	ENVO:00002056	0.0	0.0	0.9997267759562841	0.0	0
NCBI-partial	broad_scale	ENVO:00002116	0.0	0.0	1.0	0.0	2
NCBI-partial	broad_scale	ENVO:00002119	0.0423728813559322	1.0	0.9922787837376154	0.08130081300813008	5
NCBI-partial	broad_scale	ENVO:00002121	0.0	0.0	0.9994534772509905	0.0	2
NCBI-partial	broad_scale	ENVO:00002123	0.7	0.4117647058823529	0.9995892099137341	0.5185185185185185	34
NCBI-partial	broad_scale	ENVO:00002124	0.0	0.0	1.0	0.0	14
NCBI-partial	broad_scale	ENVO:00002126	0.0	0.0	1.0	0.0	4
NCBI-partial	broad_scale	ENVO:00002127	0.0	0.0	0.9989754098360656	0.0	0
NCBI-partial	broad_scale	ENVO:00002129	0.875	0.3888888888888889	0.9999316099028861	0.5384615384615384	18
NCBI-partial	broad_scale	ENVO:00002137	0.0	0.0	0.9993852459016394	0.0	0
NCBI-partial	broad_scale	ENVO:00002149	0.17647058823529413	0.1956521739130435	0.9942260104481716	0.18556701030927836	92
NCBI-partial	broad_scale	ENVO:00002150	0.8181818181818182	0.125	0.9998627127951675	0.21686746987951808	72
NCBI-partial	broad_scale	ENVO:00002156	0.0	0.0	0.9997267759562841	0.0	0
NCBI-partial	broad_scale	ENVO:00002157	0.0	0.0	0.9997267386254953	0.0	2
NCBI-partial	broad_scale	ENVO:00002160	0.0	0.0	0.9987021857923497	0.0	0
NCBI-partial	broad_scale	ENVO:00002169	0.3235294117647059	0.55	0.9984268125854994	0.4074074074074074	20
NCBI-partial	broad_scale	ENVO:00002170	0.3	0.5	0.9990429313645064	0.375	12
NCBI-partial	broad_scale	ENVO:00002173	0.9166666666666666	0.4782608695652174	0.9999315865088595	0.6285714285714286	23
NCBI-partial	broad_scale	ENVO:00002179	0.25	1.0	0.9995901079382429	0.4	2
NCBI-partial	broad_scale	ENVO:00002184	0.0	0.0	0.999931693989071	0.0	0
NCBI-partial	broad_scale	ENVO:00002185	0.0	0.0	0.9995218579234972	0.0	0
NCBI-partial	broad_scale	ENVO:00002186	0.0	0.0	0.999658213138287	0.0	11
NCBI-partial	broad_scale	ENVO:00002196	1.0	0.8	1.0	0.8888888888888888	5
NCBI-partial	broad_scale	ENVO:00002197	0.25	1.0	0.9995901079382429	0.4	2
NCBI-partial	broad_scale	ENVO:00002198	0.0	0.0	0.9971307555677005	0.0	2
NCBI-partial	broad_scale	ENVO:00002200	0.5454545454545454	0.75	0.9996582832148715	0.631578947368421	8
NCBI-partial	broad_scale	ENVO:00002209	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00002213	0.0	0.0	0.999658446615206	0.0	1
NCBI-partial	broad_scale	ENVO:00002222	0.0	0.0	0.9995901639344262	0.0	0
NCBI-partial	broad_scale	ENVO:00002224	0.07692307692307693	1.0	0.9991802718764943	0.14285714285714285	1
NCBI-partial	broad_scale	ENVO:00002229	0.0	0.0	0.999658446615206	0.0	1
NCBI-partial	broad_scale	ENVO:00002259	0.5128205128205128	0.22988505747126436	0.9986944272658559	0.31746031746031744	87
NCBI-partial	broad_scale	ENVO:00002261	0.2857142857142857	0.17647058823529413	0.9989730247843353	0.21818181818181817	34
NCBI-partial	broad_scale	ENVO:00002262	0.0	0.0	0.9991120218579235	0.0	0
NCBI-partial	broad_scale	ENVO:00002263	0.014705882352941176	0.3333333333333333	0.9954225592676095	0.028169014084507043	3
NCBI-partial	broad_scale	ENVO:00002264	0.6666666666666666	0.6666666666666666	0.9999316799890688	0.6666666666666666	3
NCBI-partial	broad_scale	ENVO:00002272	0.0	0.0	0.9978140583373182	0.0	1
NCBI-partial	broad_scale	ENVO:00002873	0.0	0.0	0.9993852459016394	0.0	0
NCBI-partial	broad_scale	ENVO:00002875	0.0	0.0	0.9994534399125504	0.0	3
NCBI-partial	broad_scale	ENVO:00002985	0.0	0.0	0.9980189903681945	0.0	1
NCBI-partial	broad_scale	ENVO:00002988	0.18181818181818182	0.2	0.9993848257006152	0.19047619047619047	10
NCBI-partial	broad_scale	ENVO:00003030	0.0	0.0	0.9999316473000683	0.0	10
NCBI-partial	broad_scale	ENVO:00003043	0.011235955056179775	0.25	0.9939874282590871	0.021505376344086023	4
NCBI-partial	broad_scale	ENVO:00003044	0.0	0.0	0.9995901079382429	0.0	2
NCBI-partial	broad_scale	ENVO:00003064	0.65	0.9629629629629629	0.9990419489495654	0.7761194029850746	27
NCBI-partial	broad_scale	ENVO:00003065	0.05128205128205128	1.0	0.9949439737633233	0.0975609756097561	4
NCBI-partial	broad_scale	ENVO:00003067	0.0	0.0	0.9991120218579235	0.0	0
NCBI-partial	broad_scale	ENVO:00003068	0.0	0.0	0.9997267759562841	0.0	0
NCBI-partial	broad_scale	ENVO:00003074	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00003076	0.0	0.0	0.9975408156294829	0.0	1
NCBI-partial	broad_scale	ENVO:00003096	0.0	0.0	0.998359983599836	0.0	6
NCBI-partial	broad_scale	ENVO:00003861	1.0	1.0	1.0	1.0	6
NCBI-partial	broad_scale	ENVO:00003869	0.0	0.0	0.9997950819672131	0.0	0
NCBI-partial	broad_scale	ENVO:00003885	0.0	0.0	0.9922131147540983	0.0	0
NCBI-partial	broad_scale	ENVO:00003905	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00003965	0.375	0.375	0.9996582832148715	0.375	8
NCBI-partial	broad_scale	ENVO:00003968	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00005740	0.0	0.0	1.0	0.0	13
NCBI-partial	broad_scale	ENVO:00005741	0.03571428571428571	0.3333333333333333	0.9981553597048576	0.06451612903225806	3
NCBI-partial	broad_scale	ENVO:00005742	0.0	0.0	0.9995901639344262	0.0	0
NCBI-partial	broad_scale	ENVO:00005745	0.07142857142857142	0.3333333333333333	0.9991118398578944	0.11764705882352941	3
NCBI-partial	broad_scale	ENVO:00005749	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00005750	0.0392156862745098	0.6666666666666666	0.9966523194643712	0.07407407407407407	3
NCBI-partial	broad_scale	ENVO:00005755	0.5	0.42857142857142855	0.9997949839404087	0.46153846153846156	7
NCBI-partial	broad_scale	ENVO:00005761	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:00005772	0.0	0.0	1.0	0.0	3
NCBI-partial	broad_scale	ENVO:00005774	0.0	0.0	0.9991120218579235	0.0	0
NCBI-partial	broad_scale	ENVO:00005780	1.0	0.8	1.0	0.8888888888888888	5
NCBI-partial	broad_scale	ENVO:00005790	0.5	0.5	0.9999316846563738	0.5	2
NCBI-partial	broad_scale	ENVO:00005791	0.0	0.0	0.999931693989071	0.0	0
NCBI-partial	broad_scale	ENVO:00005801	0.3333333333333333	0.08771929824561403	0.999314270040458	0.1388888888888889	57
NCBI-partial	broad_scale	ENVO:00005802	0.5	0.2857142857142857	0.999726514426364	0.36363636363636365	14
NCBI-partial	broad_scale	ENVO:00005803	0.0	0.0	1.0	0.0	5
NCBI-partial	broad_scale	ENVO:00006776	0.13333333333333333	0.2	0.9991114149008886	0.16	10
NCBI-partial	broad_scale	ENVO:00009003	0.23076923076923078	0.3	0.9993164730006835	0.2608695652173913	10
NCBI-partial	broad_scale	ENVO:00009004	0.0	0.0	0.9998633786460824	0.0	1
NCBI-partial	broad_scale	ENVO:00010483	0.47058823529411764	0.8	0.9993848257006152	0.5925925925925926	10
NCBI-partial	broad_scale	ENVO:00010622	0.0	0.0	0.9951502732240437	0.0	0
NCBI-partial	broad_scale	ENVO:00010624	0.25	0.5	0.9997950539691215	0.3333333333333333	2
NCBI-partial	broad_scale	ENVO:00010625	0.0	0.0	0.9998633693127477	0.0	2
NCBI-partial	broad_scale	ENVO:00012408	0.4166666666666667	0.45454545454545453	0.9995214983936017	0.43478260869565216	11
NCBI-partial	broad_scale	ENVO:01000001	0.0	0.0	1.0	0.0	3
NCBI-partial	broad_scale	ENVO:01000002	0.0	0.0	0.9997950819672131	0.0	0
NCBI-partial	broad_scale	ENVO:01000008	0.07142857142857142	0.3333333333333333	0.9991118398578944	0.11764705882352941	3
NCBI-partial	broad_scale	ENVO:01000017	0.25	1.0	0.9997950679691235	0.4	1
NCBI-partial	broad_scale	ENVO:01000020	0.631578947368421	0.03715170278637771	0.9995110707550464	0.07017543859649122	323
NCBI-partial	broad_scale	ENVO:01000022	0.02702702702702703	0.5	0.9975406476294576	0.05128205128205128	2
NCBI-partial	broad_scale	ENVO:01000023	0.0	0.0	1.0	0.0	19
NCBI-partial	broad_scale	ENVO:01000024	0.21428571428571427	0.047619047619047616	0.9992453865678809	0.07792207792207792	63
NCBI-partial	broad_scale	ENVO:01000033	0.08333333333333333	0.6666666666666666	0.9984969597595136	0.14814814814814814	3
NCBI-partial	broad_scale	ENVO:01000042	1.0	0.875	1.0	0.9333333333333333	8
NCBI-partial	broad_scale	ENVO:01000047	0.38095238095238093	0.32	0.9991105029079712	0.34782608695652173	25
NCBI-partial	broad_scale	ENVO:01000048	0.6086956521739131	0.07734806629834254	0.9993775503146829	0.13725490196078433	181
NCBI-partial	broad_scale	ENVO:01000049	0.3333333333333333	0.8181818181818182	0.9987695672978331	0.47368421052631576	11
NCBI-partial	broad_scale	ENVO:01000050	1.0	1.0	1.0	1.0	2
NCBI-partial	broad_scale	ENVO:01000058	0.1	1.0	0.9993852039073707	0.18181818181818182	1
NCBI-partial	broad_scale	ENVO:01000059	0.3333333333333333	1.0	0.9998633786460824	0.5	1
NCBI-partial	broad_scale	ENVO:01000155	0.8571428571428571	0.6	0.9998632010943912	0.7058823529411765	20
NCBI-partial	broad_scale	ENVO:01000156	0.0	0.0	1.0	0.0	4
NCBI-partial	broad_scale	ENVO:01000164	0.22448979591836735	0.4074074074074074	0.9973995757202491	0.2894736842105263	27
NCBI-partial	broad_scale	ENVO:01000174	0.5882352941176471	0.297029702970297	0.9985556090515166	0.39473684210526316	101
NCBI-partial	broad_scale	ENVO:01000175	0.37681159420289856	0.5909090909090909	0.9970539873938066	0.46017699115044247	44
NCBI-partial	broad_scale	ENVO:01000176	0.0	0.0	0.9998633879781421	0.0	0
NCBI-partial	broad_scale	ENVO:01000177	0.3125	0.21739130434782608	0.999247451597455	0.2564102564102564	23
NCBI-partial	broad_scale	ENVO:01000178	0.8333333333333334	0.7142857142857143	0.9999316613134696	0.7692307692307693	7
NCBI-partial	broad_scale	ENVO:01000179	0.4782608695652174	0.25	0.9991778569471088	0.3283582089552239	44
NCBI-partial	broad_scale	ENVO:01000180	0.5555555555555556	0.6521739130434783	0.9991790381063146	0.6	23
NCBI-partial	broad_scale	ENVO:01000181	0.53125	0.2463768115942029	0.9989705579575869	0.33663366336633666	69
NCBI-partial	broad_scale	ENVO:01000185	0.15384615384615385	1.0	0.999248531220112	0.26666666666666666	2
NCBI-partial	broad_scale	ENVO:01000186	0.03333333333333333	0.4	0.9960368978476255	0.06153846153846154	5
NCBI-partial	broad_scale	ENVO:01000188	0.0	0.0	0.9997267386254953	0.0	2
NCBI-partial	broad_scale	ENVO:01000189	0.0	0.0	0.9972677595628415	0.0	0
NCBI-partial	broad_scale	ENVO:01000191	0.0	0.0	0.9978142076502732	0.0	0
NCBI-partial	broad_scale	ENVO:01000193	0.5	0.75	0.9995899398578458	0.6	8
NCBI-partial	broad_scale	ENVO:01000194	0.0	0.0	1.0	0.0	1
NCBI-partial	broad_scale	ENVO:01000195	0.6	0.6	0.9998633413050906	0.6	5
NCBI-partial	broad_scale	ENVO:01000196	0.9821428571428571	0.7432432432432432	0.9999313469724015	0.8461538461538461	74
NCBI-partial	broad_scale	ENVO:01000198	0.4444444444444444	0.5714285714285714	0.9982882574460801	0.5	35
NCBI-partial	broad_scale	ENVO:01000200	0.5	0.2777777777777778	0.9996580495144303	0.35714285714285715	18
NCBI-partial	broad_scale	ENVO:01000202	0.3333333333333333	0.1	0.9998632946001367	0.15384615384615385	10
NCBI-partial	broad_scale	ENVO:01000204	0.03225806451612903	0.07142857142857142	0.99794885819773	0.044444444444444446	14
NCBI-partial	broad_scale	ENVO:01000205	0.3333333333333333	0.10714285714285714	0.9995893785929373	0.16216216216216217	28
NCBI-partial	broad_scale	ENVO:01000206	0.16666666666666666	0.03636363636363636	0.9993143640726774	0.05970149253731343	55
NCBI-partial	broad_scale	ENVO:01000207	0.0	0.0	1.0	0.0	11
NCBI-partial	broad_scale	ENVO:01000208	0.5294117647058824	0.6923076923076923	0.9994530662473508	0.6	13
